"time" "local_1" "local_2" "mag" "mag_err" "sky" "sky_err" "mag_delta" "mag_sigma"
"173" 14881 1004.541 56.027 21.073 0.161358 24.3116 4.13361111111111 0.158875121951219 0.984612612645292
"174" 14968 1004.541 56.027 20.8613 0.170098 24.28 4.15777777777778 -0.0528248780487814 -0.310555550616594
"175" 15055 1004.541 56.027 21.166 0.161501 24.3158 4.18194444444444 0.251875121951219 1.55958862144023
"176" 15142 1004.541 56.027 21.0923 0.155439 24.3144 4.20611111111111 0.17817512195122 1.14627038228
"177" 15229 1004.541 56.027 21.2565 0.180181 24.3378 4.23027777777778 0.342375121951218 1.90017328104083
"178" 15316 1004.541 56.027 21.0978 0.23709 24.3274 4.25444444444444 0.183675121951218 0.774706322287815
"179" 15403 1004.541 56.027 21.0392 0.220349 24.334 4.27861111111111 0.12507512195122 0.567622825387089
"180" 15490 1004.541 56.027 21.1057 0.230443 24.3421 4.30277777777778 0.191575121951217 0.831334091082035
"181" 15576 1004.541 56.027 21.2888 0.181171 24.3676 4.32666666666667 0.374675121951217 2.06807448184984
"182" 15663 1004.541 56.027 21.1007 0.20153 24.3263 4.35083333333333 0.186575121951218 0.925793291079335
"183" 15750 1004.541 56.027 21.1175 0.209479 24.3171 4.375 0.203375121951218 0.970861623127943
"184" 15837 1004.541 56.027 21.0668 0.103581 24.298 4.39916666666667 0.152675121951219 1.47396841072416
"185" 15924 1004.541 56.027 21.2288 0.183027 24.3229 4.42333333333333 0.314675121951218 1.71928252089155
"186" 16011 1004.541 56.027 21.2737 0.196953 24.3094 4.4475 0.35957512195122 1.82568999685824
"187" 16098 1004.541 56.027 21.2492 0.205799 24.2909 4.47166666666667 0.335075121951217 1.62816691019498
"188" 16185 1004.541 56.027 21.1165 0.206679 24.2637 4.49583333333333 0.202375121951217 0.979176026355929
"189" 16272 1004.541 56.027 21.2458 0.196964 24.2948 4.52 0.331675121951218 1.68393778533751
"190" 16359 1004.541 56.027 21.4135 0.198253 24.3112 4.54416666666667 0.499375121951218 2.51887800916615
"191" 16446 1004.541 56.027 21.2548 0.194106 24.2789 4.56833333333333 0.340675121951218 1.75509835837747
"192" 16533 1004.541 56.027 21.3442 0.193379 24.3155 4.5925 0.430075121951219 2.22400116843721
"193" 16620 1004.541 56.027 21.2933 0.195041 24.3034 4.61666666666667 0.379175121951217 1.94407904979577
"194" 16707 1004.541 56.027 21.4407 0.192551 24.3073 4.64083333333333 0.526575121951218 2.73473065292425
"195" 16794 1004.541 56.027 21.3779 0.186363 24.3187 4.665 0.463775121951219 2.48855793237509
"196" 16881 1004.541 56.027 21.2502 0.204862 24.2903 4.68916666666667 0.336075121951218 1.64049517212181
"197" 16968 1004.541 56.027 21.3916 0.12987 24.2852 4.71333333333333 0.477475121951219 3.6765621155865
"198" 17055 1004.541 56.027 21.4117 0.200454 24.3069 4.7375 0.497575121951218 2.4822409228612
"199" 17142 1004.541 56.027 21.3063 0.196203 24.3235 4.76166666666667 0.392175121951219 1.99882326952808
"200" 17229 1004.541 56.027 21.5146 0.189838 24.3575 4.78583333333333 0.60047512195122 3.16309233109925
"201" 17316 1004.541 56.027 21.2322 0.0943329 24.348 4.81 0.318075121951217 3.37183656975687
"202" 17403 1004.541 56.027 21.3734 0.133109 24.3342 4.83416666666667 0.459275121951219 3.45036865990443
"203" 17489 1004.541 56.027 21.3173 0.137658 24.3174 4.85805555555556 0.403175121951218 2.92881722784886
"204" 17576 1004.541 56.027 21.0772 0.11033 24.2525 4.88222222222222 0.16307512195122 1.47806690792368
"205" 17663 1004.541 56.027 21.1178 0.111962 24.2309 4.90638888888889 0.203675121951218 1.81914508450383
